TreeOrder	Order	Family	Genus	ID	Repeat_BUSCOs	Accession	Tech_coarse	Tech_fine	Assembly_Length	Log10_Length	Contig_N50	Log10_N50	BUSCO_Single	BUSCO_Duplicate	BUSCO_Complete	BUSCO_Complete	BUSCO_Fragmented	BUSCO_Missing	"BUSCO_Sum (Single, Dup, Frag, Missing)"	LINEs_bases	LINEs_proportion	SINEs_bases	SINEs_proportion	LTRs_bases	LTRs_proportion	DNA_trans_bases	DNA_trans_proportion	tandem_repeats_bases	tandem_repeats_proportion	other_repeats_bases	other_repeats_proportion	unclassified_bases	unclassified_proportion	unclassified_prop_reps	all_repeats_bases	all_repeats_proportion	assembly_length	unique_low_repeat_bases	unique_low_repeat_proportion	TE_BUSCOs	empties																																					
489	Hemiptera	Miridae	Apolygus	357	333	GCA_009739505.2	long	pacbio	1023618409	9.01	783891	5.89	93.1	2.3	95.4	0.954	1.8	2.8	100	62321115	0.0609	1926298	0.0019	66754618	0.0652	77228330	0.0755	7577753	0.0074	8632799	0.0084	414329058	0.4048	0.648635779	638769971	0.624031344	1023618409	384848438	0.375968656	YES	333																																					
490	Hemiptera	Miridae	Nesidiocoris	337	0	GCA_902806785.1	none	none	355120802	8.55	13359	4.13	66.6	21.5	88.1	0.881	5.4	6.5	100	7517073	0.0212	55692	0.0002	8414386	0.0237	9095757	0.0257	5659777	0.0159	1622536	0.0045	77975165	0.2195	0.706678378	110340386	0.310712257	355120802	244780416	0.689287743	NO	600																																					
491	Hemiptera	Reduviidae	Rhodnius	352	94	GCA_000181055.3	short	short	706824083	8.85	35751	4.55	95.1	0.7	95.8	0.958	2	2.2	100	53795416	0.0761	11974607	0.0169	4225946	0.006	79382923	0.1123	19856300	0.0282	37028118	0.0523	35641319	0.0504	0.147336242	241904629	0.342241634	706824083	464919454	0.657758366	YES	94																																					
492	Hemiptera	Reduviidae	Triatoma	355	174	GCA_011037195.1	long	pacbio	949486157	8.98	95318	4.98	89	1.7	90.7	0.907	2	7.3	100	171274592	0.1803	12026354	0.0127	29569308	0.0312	87787552	0.0924	19514223	0.0206	162771855	0.1715	106450218	0.1122	0.180609575	589394102	0.6207506	949486157	360092055	0.3792494	YES	174																																					
493	Hemiptera	Pentatomidae	Halyomorpha	360	96	GCA_000696795.3	short	short	1150087594	9.06	17705	4.25	96	1.3	97.3	0.973	1	1.7	100	150737280	0.1311	13356514	0.0116	17310519	0.0151	54168637	0.0471	16450735	0.0142	42046224	0.0366	251057182	0.2183	0.460547983	545127091	0.473987454	1150087594	604960503	0.526012546	YES	96																																					
494	Hemiptera	Pentatomidae	Euschistus	362	0	GCA_003667255.1	long	pacbio	1325158962	9.12	2463424	6.39	78.7	3.1	81.8	0.818	3.7	14.5	100	295566924	0.223	10191997	0.0077	51605090	0.039	164649255	0.1242	30636332	0.0231	50343050	0.038	266639439	0.2012	0.306611776	869632087	0.656247373	1325158962	455526875	0.343752627	NO	600																																					
495	Hemiptera	Pentatomidae	Stiretrus	354	0	GCA_010014745.1	short	short	866582305	8.94	36287	4.56	66.7	0.4	67.1	0.671	17.6	15.3	100	96979162	0.1119	65935649	0.0761	9808149	0.0113	37485514	0.0433	23106344	0.0266	64352324	0.0743	109893766	0.1268	0.269637651	407560908	0.470308366	866582305	459021397	0.529691634	NO	600																																					
496	Hemiptera	Lygaeidae	Oncopeltus	358	289	GCA_000696205.2	short	short	1099611736	9.04	11156	4.05	92.1	1.7	93.8	0.938	3.4	2.8	100	83837527	0.0763	4347795	0.004	8460038	0.0077	26973386	0.0245	27678669	0.0251	25814459	0.0235	183949008	0.1673	0.509468118	361060882	0.328353063	1099611736	738550854	0.671646937	YES	289																																					
497	Hemiptera	Gerridae	Gerris	356	212	GCA_001010745.2	short	short	994443371	9	10917	4.04	92.2	2.5	94.7	0.947	1.6	3.7	100	26375681	0.0266	6165286	0.0062	25787565	0.0259	62561605	0.0629	24354451	0.0244	56530805	0.0567	198513430	0.1997	0.495925488	400288823	0.402525508	994443371	594154548	0.597474492	YES	212																																					
498	Hemiptera	Delphacidae	Laodelphax	347	99	GCA_003335185.2	long	pacbio	539918070	8.73	119723	5.08	93.6	2.3	95.9	0.959	2	2.1	100	9711355	0.018	2533760	0.0047	1829211	0.0034	11232233	0.0208	19501057	0.0361	3489688	0.0065	94977683	0.1759	0.662904845	143274987	0.265364312	539918070	396643083	0.734635688	YES	99																																					
499	Hemiptera	Delphacidae	Sogatella	350	167	GCA_014356515.1	short	short	656291902	8.82	57334	4.76	92	2.1	94.1	0.941	3	2.9	100	25442486	0.0388	2377930	0.0036	6654365	0.0101	19609635	0.0298	14451056	0.022	13794838	0.0211	167420415	0.2551	0.670350066	249750725	0.380548235	656291902	406541177	0.619451765	YES	167																																					
500	Hemiptera	Delphacidae	Nilaparvata	359	245	GCA_014356525.1	long	pacbio	1087807972	9.04	583858	5.77	92.7	2.5	95.2	0.952	1.4	3.4	100	104953911	0.0965	5409011	0.005	42756825	0.0393	84880716	0.078	25621477	0.0235	42039924	0.0387	348777466	0.3206	0.53294087	654439330	0.60161292	1087807972	433368642	0.39838708	YES	245																																					
501	Hemiptera	Cicadellidae	Homalodisca	363	134	GCA_000696855.2	short	short	1445215006	9.16	46532	4.67	90.8	1.3	92.1	0.921	4.8	3.1	100	64795410	0.0448	1011364	0.0007	2845385	0.0019	55725139	0.0386	15694633	0.0108	35253290	0.0245	217280203	0.1503	0.553431485	392605424	0.271658834	1445215006	1052609582	0.728341166	YES	134																																					
502	Thysanoptera	Thripidae	Frankliniella	9	6	GCA_000697945.4	short	short	415771118	8.62	6158	3.79	96.6	1.3	97.9	0.979	1	1.1	100	1033571	0.0025	369803	0.0009	1866690	0.0045	4763964	0.0115	11119997	0.0267	980096	0.0023	36957861	0.0889	0.647338903	57091982	0.137315892	415771118	358679136	0.862684108	YES	6																																					
503	Thysanoptera	Thripidae	Thrips	7	25	GCA_012932325.1	long	pacbio	237830083	8.38	567478	5.75	96.6	0.4	97	0.97	0.2	2.8	100	607607	0.0025	637549	0.0027	1317203	0.0055	4361231	0.0184	12060132	0.0507	275073	0.001	51029875	0.2145	0.726004276	70288670	0.295541544	237830083	167541413	0.704458456	YES	25																																					
504	Thysanoptera	Thripidae	Aptinothrips	8	20	GCA_902196195.1	none	none	339926289	8.53	4094	3.61	94.7	0.4	95.1	0.951	2.9	2	100	863145	0.0025	507452	0.0015	1736174	0.0051	6525504	0.0192	17143228	0.0504	777604	0.0024	81089994	0.2386	0.746388802	108643101	0.319607822	339926289	231283188	0.680392178	YES	20																																					
505	Phasmatodea	Timematidae	Timema	23	0	GCA_902141375.1	none	none	1137318704	9.06	12322	4.09	75	0.5	75.5	0.755	15	9.5	100	55461814	0.0488	41498773	0.0365	18181756	0.016	91842576	0.0807	13928318	0.0123	48499956	0.0425	369482076	0.3248	0.578313996	638895269	0.561755704	1137318704	498423435	0.438244296	NO	600																																					
506	Phasmatodea	Timematidae	Timema	21	0	GCA_901482245.1	none	none	1123070144	9.05	25777	4.41	87.1	0.4	87.5	0.875	8	4.5	100	54370220	0.0484	53748929	0.0479	18324070	0.0163	85023478	0.0757	14629120	0.013	41237310	0.0367	365676039	0.3256	0.5776789	633009166	0.563641701	1123070144	490060978	0.436358299	NO	600																																					
507	Phasmatodea	Timematidae	Timema	22	0	GCA_902151425.1	none	none	1153163518	9.06	26252	4.42	87	0.4	87.4	0.874	8.3	4.3	100	57888387	0.0502	64772474	0.0562	20795175	0.0181	108427028	0.094	13640367	0.0118	25121026	0.0217	369727284	0.3206	0.559877507	660371741	0.572660972	1153163518	492791777	0.427339028	NO	600																																					
508	Phasmatodea	Timematidae	Timema	25	0	GCA_902141385.1	none	none	1220418541	9.09	17799	4.25	79.9	0.5	80.4	0.804	10.8	8.8	100	57856660	0.0474	52433946	0.043	21447366	0.0176	108522020	0.0889	14872272	0.0122	32481672	0.0265	407132349	0.3336	0.586015871	694746285	0.569268871	1220418541	525672256	0.430731129	NO	600																																					
509	Phasmatodea	Timematidae	Timema	20	172	GCA_902151445.1	none	none	1098921974	9.04	34552	4.54	90.9	0.5	91.4	0.914	4.4	4.2	100	55790519	0.0507	54077649	0.0492	17620166	0.0161	103876350	0.0945	13816363	0.0125	35349733	0.0321	347331591	0.316	0.553197017	627862371	0.571343904	1098921974	471059603	0.428656096	YES	172																																					
510	Phasmatodea	Timematidae	Timema	24	0	GCA_902151435.1	none	none	1177599484	9.07	20744	4.32	86.9	0.7	87.6	0.876	6.6	5.8	100	55317862	0.0469	48940984	0.0416	18487384	0.0157	107679946	0.0915	14662678	0.0124	43566189	0.037	373198596	0.3169	0.563868768	661853639	0.562036285	1177599484	515745845	0.437963715	NO	600																																					
511	Phasmatodea	Timematidae	Timema	18	152	GCA_902151465.1	none	none	1093399193	9.04	28042	4.45	89.8	0.1	89.9	0.899	5.8	4.3	100	52791089	0.0482	35625593	0.0326	16271459	0.0148	104273546	0.0954	13548908	0.0123	23661351	0.0217	374669376	0.3427	0.603486531	620841322	0.567808469	1093399193	472557871	0.432191531	YES	152																																					
512	Phasmatodea	Timematidae	Timema	19	0	GCA_902151455.1	none	none	1108645000	9.04	21089	4.32	87.4	0.2	87.6	0.876	6.5	5.9	100	54123760	0.0488	41499934	0.0374	15206427	0.0137	100295254	0.0904	14503263	0.0131	42361084	0.0381	363954319	0.3283	0.575928081	631944041	0.570014785	1108645000	476700959	0.429985215	NO	600																																					
513	Phasmatodea	Timematidae	Timema	16	168	GCA_902155825.1	none	none	1049658498	9.02	33483	4.52	90.7	0.3	91	0.91	5.3	3.7	100	53517925	0.0509	34227832	0.0326	18060754	0.0172	95497932	0.091	14624635	0.0139	31486381	0.03	345613564	0.3293	0.582793676	593029023	0.564973298	1049658498	456629475	0.435026702	YES	168																																					
514	Phasmatodea	Timematidae	Timema	17	0	GCA_902151475.1	none	none	1105092765	9.04	3875	3.59	50.5	0.3	50.8	0.508	28.7	20.5	100	52649909	0.0477	34704974	0.0314	10018270	0.0091	90555479	0.082	15278049	0.0138	37306608	0.0338	380663562	0.3445	0.612810283	621176851	0.562103808	1105092765	483915914	0.437896192	NO	600																																					
515	Phasmatodea	Phasmatidae	Medauroidea	26	0	GCA_003012365.1	short	short	2593359413	9.41	28251	4.45	65.5	0.3	65.8	0.658	22.4	11.8	100	71421701	0.0276	40374710	0.0155	93931742	0.0362	174754470	0.0674	24966768	0.0096	134981302	0.052	1023678012	0.3947	0.654480094	1564108705	0.603120685	2593359413	1029250708	0.396879315	NO	600																																					
516	Phasmatodea	Phasmatidae	Clitarchus	28	274	GCA_002778355.1	short	short	3802613888	9.58	46246	4.67	89.4	3.2	92.6	0.926	2.8	4.6	100	64729310	0.017	19959778	0.0052	118296670	0.0311	427065057	0.1123	23770359	0.0062	136868785	0.0361	1355087282	0.3563	0.631513494	2145777241	0.564287163	3802633449	1656856208	0.435712837	YES	274																																					
517	Blattodea	Kalotermitidae	Cryptotermes	599	239	GCA_002891405.2	short	short	1018932804	9.01	63940	4.81	96.3	1.4	97.7	0.977	0.9	1.4	100	110176401	0.1081	144626913	0.142	20465631	0.02	81816757	0.0803	8706838	0.0085	126692152	0.1243	185494032	0.1821	0.273598603	677978724	0.665381192	1018932804	340954080	0.334618808	YES	239																																					
518	Blattodea	Rhinotermitidae	Coptotermes	598	74	GCA_013340265.1	short	short	875711502	8.94	159654	5.2	96.6	1.7	98.3	0.983	0.8	0.9	100	70878607	0.081	68831332	0.0786	2994723	0.0034	51304937	0.0586	14153552	0.0161	74699714	0.0853	164658973	0.188	0.367935057	447521838	0.511037981	875711502	428189664	0.488962019	YES	74																																					
519	Blattodea	Termopsidae	Zootermopsis	597	80	GCA_000696155.1	short	short	485009472	8.69	22794	4.36	98	0.4	98.4	0.984	0.7	0.9	100	33554596	0.0692	17373349	0.0358	938838	0.0019	21435571	0.0442	3755328	0.0077	20737053	0.0428	60280333	0.1243	0.381339915	158075068	0.32592161	485009472	326934404	0.67407839	YES	80																																					
520	Blattodea	Blattidae	Periplaneta	601	363	GCA_002939525.1	short	short	3374840130	9.53	50814	4.71	87.9	5.3	93.2	0.932	4.1	2.7	100	451012855	0.1336	111649203	0.033	15044272	0.0044	536888574	0.1591	71752322	0.0212	129863406	0.0384	918829411	0.2723	0.411101991	2235040043	0.662265458	3374840130	1139800087	0.337734542	YES	363																																					
521	Blattodea	Ectobiidae	Blattella	600	268	GCA_000762945.2	short	short	1796331457	9.25	71964	4.86	93.5	2.3	95.8	0.958	1.8	2.4	100	159953608	0.089	59329811	0.033	6245064	0.0035	257055454	0.1431	26961007	0.015	43604625	0.0243	552977168	0.3079	0.49992207	1106126737	0.615769842	1796331457	690204720	0.384230158	YES	268																																					
522	Plecoptera	Nemouridae	Lednia	13	0	GCA_003287335.1	short	short	304502267	8.48	4212	3.62	69.1	0.4	69.5	0.695	20.7	9.8	100	2404667	0.0079	13315755	0.0437	927435	0.003	5742307	0.0189	12829396	0.0421	2140070	0.007	88494920	0.2906	0.703152329	125854550	0.413312358	304502267	178647717	0.586687642	NO	600																																					
523	Orthoptera	Gryllidae	Laupala	31	159	GCA_002313205.1	short	short	1595214429	9.2	45047	4.65	96.6	1.8	98.4	0.984	0.6	1	100	215385089	0.135	17633738	0.011	17872110	0.0112	74770435	0.0469	15472263	0.0097	59187798	0.0371	342851136	0.2149	0.461334487	743172569	0.465876283	1595214429	852041860	0.534123717	YES	159																																					
524	Orthoptera	Gryllidae	Teleogryllus	32	144	GCA_011170035.1	long	oxford	1933831998	9.29	197533	5.3	93.8	1.6	95.4	0.954	2.1	2.5	100	153424831	0.0793	35132321	0.0182	22176523	0.0114	158016674	0.0817	65950502	0.0341	47772771	0.0248	508440106	0.2629	0.513102293	990913728	0.51240531	1933847499	942933771	0.48759469	YES	144																																					
525	Orthoptera	Acrididae	Xenocatantops	29	0	GCA_900249655.1	none	none	41642132	7.62	1799	3.26	74.5	11	85.5	0.855	5.9	8.6	100	814903	0.0196	105722	0.0026	348277	0.0084	749367	0.018	743674	0.0177	372132	0.0088	1301337	0.0312	0.293397096	4435412	0.106512606	41642132	37206720	0.893487394	NO	600																																					
526	Dermaptera	Anisolabididae	Anisolabis	538	0	GCA_010014785.1	short	short	641675028	8.81	48444	4.69	81.6	1.9	83.5	0.835	10.7	5.8	100	11985963	0.0186	114405	0.0002	1097837	0.0017	51054069	0.0796	23406830	0.0365	4462558	0.007	121622054	0.1895	0.569008794	213743716	0.333102749	641675028	427931312	0.666897251	NO	600																																					
527	Odonata	Chlorocyphidae	Rhinocypha	36	0	GCA_011762765.1	short	short	1871797026	9.27	24885	4.4	77.5	7.8	85.3	0.853	6.3	8.4	100	168779287	0.0902	19301986	0.0103	14637660	0.0078	52410050	0.028	54525586	0.0292	22246961	0.0119	256184389	0.1368	0.435624083	588085919	0.314182527	1871797026	1283711107	0.685817473	NO	600																																					
528	Odonata	Libellulidae	Ladona	34	125	GCA_000376725.2	short	short	1157615891	9.06	67260	4.83	93.9	1.8	95.7	0.957	2.3	2	100	75822170	0.0655	7435204	0.0064	4282842	0.0037	54698470	0.0473	8570893	0.0074	14258189	0.0123	151483749	0.1309	0.478543747	316551517	0.273451254	1157615891	841064374	0.726548746	YES	125																																					
529	Odonata	Calopterygidae	Calopteryx	35	56	GCA_002093875.1	short	short	1628352544	9.21	4472	3.65	94.7	0.4	95.1	0.951	3	1.9	100	143676128	0.0882	22048932	0.0135	3949060	0.0024	44443148	0.0273	15680598	0.0096	30065861	0.0185	99623451	0.0612	0.277126577	359487178	0.220767413	1628352544	1268865366	0.779232587	YES	56																																					
530	Ephemeroptera	Baetidae	Cloeon	367	5	GCA_902829235.1	none	none	180286980	8.26	434950	5.64	95.4	2.3	97.7	0.977	0.4	1.9	100	1277042	0.0071	680	0	516740	0.0029	237974	0.0013	1638114	0.009	278304	0.0016	25102335	0.1392	0.864072551	29051189	0.161138586	180286980	151235791	0.838861414	YES	5																																					
531	Ephemeroptera	Ephemeridae	Ephemera	368	97	GCA_000507165.2	short	short	474347418	8.68	55305	4.74	94.3	2.6	96.9	0.969	1	2.1	100	7994072	0.0169	120672	0.0002	1664209	0.0035	6069762	0.0128	7180515	0.0151	684590	0.0013	129093056	0.2722	0.844811826	152806876	0.322141262	474347418	321540542	0.677858738	YES	97																																					
532	Archaeognatha	Machilidae	Machilis	602	0	GCA_003456935.1	short	short	2144507099	9.33	2401	3.38	57.5	0.4	57.9	0.579	22.3	19.8	100	65349312	0.0304	33701404	0.0157	21634374	0.0101	169959346	0.0793	5890732	0.0028	23771911	0.011	430304088	0.2007	0.573271631	750611167	0.350015706	2144507099	1393895932	0.649984294	NO	600																																					
533	Collembola	Tomoceridae	Tomocerus	552	0	GCA_009936455.1	short	short	332593957	8.52	18216	4.26	79.2	1.8	81	0.81	6.7	12.3	100	2483912	0.0075	63360	0.0002	2943868	0.0089	2801689	0.0084	4736212	0.0143	1021190	0.0032	46557976	0.14	0.768179399	60608207	0.182228828	332593957	271985750	0.817771172	NO	600																																					
534	Collembola	Tomoceridae	Tomocerus	550	0	GCA_009869885.1	short	short	264859944	8.42	11437	4.06	75.5	1.2	76.7	0.767	7.2	16.1	100	1298424	0.0049	563	0	1417040	0.0054	1827682	0.0069	2993168	0.0113	1029510	0.0039	27184011	0.1027	0.760383451	35750398	0.1349785	264859944	229109546	0.8650215	NO	600																																					
535	Collembola	Oncopoduridae	Oncopodura	542	0	GCA_009869805.1	short	short	118350332	8.07	13246	4.12	82.6	1.5	84.1	0.841	5.4	10.5	100	111136	0.001	137471	0.0012	139888	0.0012	181285	0.0016	2966171	0.025	55237	0.0005	4028970	0.034	0.528725257	7620158	0.064386452	118350332	110730174	0.935613548	NO	600																																					
536	Collembola	Entomobryidae	Sinella	554	6	GCA_004115045.2	long	pacbio	364329999	8.56	821727	5.91	88.2	2.1	90.3	0.903	1.2	8.5	100	2601290	0.0071	9937	0	8583911	0.0235	2186487	0.006	5169209	0.0142	899537	0.0024	26863288	0.0737	0.58002949	46313659	0.127120081	364329999	318016340	0.872879919	YES	6																																					
537	Collembola	Orchesellidae	Orchesella	551	0	GCA_001718145.1	long	pacbio	286766519	8.46	64904	4.81	84.5	3.3	87.8	0.878	1.5	10.7	100	3639928	0.0127	61564	0.0002	5734958	0.02	3379161	0.0118	2435771	0.0085	628257	0.0022	24447071	0.0853	0.606225278	40326710	0.140625587	286766519	246439809	0.859374413	NO	600																																					
538	Collembola	Isotomidae	Folsomia	548	16	GCA_002217175.1	long	pacbio	221702752	8.35	4885648	6.69	88.4	1.5	89.9	0.899	1.5	8.6	100	2301070	0.0104	11215	0	2225527	0.01	8539887	0.0385	2748227	0.0123	1049095	0.0047	32589067	0.147	0.658842977	49464088	0.223109941	221702752	172238664	0.776890059	YES	16																																					
539	Collembola	Bourletiellidae	Pseudobourletiella	546	0	GCA_009870155.1	short	short	208313765	8.32	9981	4	83.4	1.2	84.6	0.846	4.9	10.5	100	822030	0.004	714	0	751371	0.0036	2903871	0.0139	6206349	0.0298	240768	0.0011	21424627	0.1028	0.662281478	32349730	0.15529329	208313765	175964035	0.84470671	NO	600																																					
540	Collembola	Sminthuridae	Lipothrix	549	0	GCA_009872335.1	short	short	244673950	8.39	10263	4.01	79.7	1.5	81.2	0.812	6.3	12.5	100	1597840	0.0065	2668	0	606705	0.0024	1098985	0.0044	5344748	0.0219	666497	0.0027	21448233	0.0877	0.697148114	30765676	0.125741527	244673950	213908274	0.874258473	NO	600																																					
541	Collembola	Sminthurididae	Sminthurides	543	0	GCA_009872375.1	short	short	130022519	8.11	10741	4.03	78.2	1	79.2	0.792	7.4	13.4	100	175031	0.0014	1110	0	390225	0.003	281808	0.0022	489489	0.0038	31247	0.0002	663562	0.0051	0.326480266	2032472	0.015631692	130022519	127990047	0.984368308	NO	600																																					
542	Collembola	Arrhopalitidae	Pygmarrhopalites	547	0	GCA_009870185.1	short	short	211516385	8.33	19872	4.3	77	1.5	78.5	0.785	7.8	13.7	100	233009	0.0011	619	0	475959	0.0023	1584458	0.0075	6065968	0.0286	43758	0.0002	10221574	0.0484	0.548799177	18625345	0.088056275	211516385	192891040	0.911943725	NO	600																																					
543	Collembola	Neelidae	Neelides	541	0	GCA_009869795.1	short	short	97765094	7.99	80984	4.91	85.1	0.9	86	0.86	3.3	10.7	100	31137	0.0003	842	0	40556	0.0004	460082	0.0047	2198949	0.0224	11425	0.0001	1424043	0.0146	0.341740192	4167034	0.042622922	97765094	93598060	0.957377078	NO	600																																					
544	Collembola	Neanuridae	Pseudachorutes	539	0	GCA_009869845.1	short	short	77080803	7.89	35249	4.55	87.6	1.5	89.1	0.891	1.8	9.1	100	145978	0.0019	17625	0.0002	249180	0.0032	101043	0.0014	578401	0.0075	49407	0.0006	835303	0.0108	0.422523834	1976937	0.025647592	77080803	75103866	0.974352408	NO	600																																					
